transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,revenue,year,month,quarter
4270,1949,Michael Williams,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-24,1,Cash,0.3,Mi***@yahoo.com,******2053,successful,35000.0,2025,8,3
4271,1246,James Webb,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-03-24,5,NetBanking,0.3,Ja***@gmail.com,******5760,successful,52500.0,2026,3,1
4272,1579,Jennifer Randall,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-09-08,5,Card,0.05,Je***@outlook.com,******2752,successful,213750.0,2025,9,3
4273,1484,Cindy Long,107,50000.0,Dining Table,Furniture,online,Delhi,2025-09-12,1,UPI,0.35,Ci***@gmail.com,******0665,successful,32500.0,2025,9,3
4274,1511,Manuel Hernandez,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-01-24,2,NetBanking,0.05,Ma***@outlook.com,******9139,successful,133000.0,2026,1,1
4275,1815,Victoria Ellis,101,250000.0,Laptop,Electronics,online,Mumbai,2025-11-22,4,Cash,0.4,Vi***@yahoo.com,******6121,successful,600000.0,2025,11,4
4276,1720,Melissa Archer,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-02,3,Cash,0.3,Me***@gmail.com,******1705,successful,105000.0,2025,9,3
4277,1141,Roberta Boyd,106,80000.0,Sofa,Furniture,online,Delhi,2026-01-14,5,UPI,0.15,Ro***@yahoo.com,******5128,successful,340000.0,2026,1,1
4278,1376,Mark Clark,104,8000.0,Shoes,Clothing,offline,Delhi,2025-09-18,4,Cash,0.4,Ma***@yahoo.com,******8859,successful,19200.0,2025,9,3
4279,1014,Nicholas Stephens,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-10-14,2,Card,0.35,Ni***@gmail.com,******5671,successful,65000.0,2025,10,4
4280,1790,Max Guzman,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-01-03,5,NetBanking,0.4,Ma***@yahoo.com,******3912,successful,135000.0,2026,1,1
4281,1548,Christina Porter,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-02-26,3,NetBanking,0.35,Ch***@yahoo.com,******3259,successful,487500.0,2026,2,1
4282,1049,Alicia Blair,106,80000.0,Sofa,Furniture,online,Delhi,2025-05-11,3,NetBanking,0.15,Al***@outlook.com,******5500,successful,204000.0,2025,5,2
4283,1477,Leah Mitchell,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-06,2,NetBanking,0.4,Le***@gmail.com,******8841,successful,54000.0,2025,9,3
4284,1093,Anthony Wood,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-12-27,1,Card,0.4,An***@gmail.com,******3484,successful,9000.0,2025,12,4
4285,1560,Julie Williams,106,80000.0,Sofa,Furniture,online,Mumbai,2025-12-21,5,NetBanking,0.15,Ju***@gmail.com,******9536,successful,340000.0,2025,12,4
4286,1183,Aaron Ramirez,102,70000.0,Phone,Electronics,offline,Chennai,2026-04-13,3,NetBanking,0.25,Aa***@gmail.com,******4590,successful,157500.0,2026,4,2
4287,1333,Douglas Thompson,104,8000.0,Shoes,Clothing,offline,Delhi,2025-09-01,4,Cash,0.15,Do***@outlook.com,******5146,successful,27200.0,2025,9,3
4288,1816,Allison Young,101,250000.0,Laptop,Electronics,online,Mumbai,2025-09-08,4,Cash,0.2,Al***@gmail.com,******5113,successful,800000.0,2025,9,3
4289,1454,Shelly Smith,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-10-30,2,UPI,0.25,Sh***@gmail.com,******2047,successful,75000.0,2025,10,4
4290,1129,Richard Kelly,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-11-28,4,Cash,0.15,Ri***@gmail.com,******5353,successful,221000.0,2025,11,4
4291,1344,Caitlin Hutchinson,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-11-30,4,Cash,0.2,Ca***@gmail.com,******4876,successful,25600.0,2025,11,4
4292,1765,Holly Bennett,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-11-16,2,Card,0.05,Ho***@gmail.com,******6421,successful,85500.0,2025,11,4
4292,1765,Holly Bennett,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-11-16,2,Card,0.05,Ho***@gmail.com,******6421,failed,85500.0,2025,11,4
4293,1850,Jasmine Rose,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-07-03,1,NetBanking,0.4,Ja***@gmail.com,******9170,successful,4800.0,2025,7,3
4294,1381,Cassandra Green,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-09-28,3,Card,0.4,Ca***@gmail.com,******5151,successful,117000.0,2025,9,3
4295,1304,Charlotte Odom,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-02-08,4,Card,0.25,Ch***@outlook.com,******6294,successful,45000.0,2025,2,1
4296,1421,Terry Parker,106,80000.0,Sofa,Furniture,online,Chennai,2025-06-24,3,Cash,0.05,Te***@outlook.com,******3641,successful,228000.0,2025,6,2
4297,1436,Charles Osborne,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-04-26,3,NetBanking,0.25,Ch***@yahoo.com,******0902,successful,112500.0,2025,4,2
4298,1538,Benjamin Ramirez,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-12-04,1,Card,0.2,Be***@yahoo.com,******4029,successful,6400.0,2025,12,4
4298,1538,Benjamin Ramirez,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-12-04,1,Card,0.2,Be***@yahoo.com,******4029,failed,6400.0,2025,12,4
4299,1365,Patrick Preston,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-17,2,NetBanking,0.05,Pa***@gmail.com,******8001,successful,28500.0,2025,8,3
4300,1974,James Davis,104,8000.0,Shoes,Clothing,offline,Delhi,2025-01-07,4,UPI,0.05,Ja***@outlook.com,******8561,successful,30400.0,2025,1,1
4301,1711,Neil Farley,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-08-20,1,Cash,0.35,Ne***@yahoo.com,******9283,successful,9750.0,2025,8,3
4302,1275,Mary Lawrence,103,1300.0,Shirt,Clothing,online,Delhi,2025-10-03,2,Card,0.2,Ma***@yahoo.com,******5723,successful,2080.0,2025,10,4
4303,1325,Jennifer Morgan,104,8000.0,Shoes,Clothing,offline,Delhi,2025-04-20,4,UPI,0.4,Je***@outlook.com,******0876,successful,19200.0,2025,4,2
4304,1449,Alan Keith,101,250000.0,Laptop,Electronics,offline,Delhi,2025-10-20,1,Cash,0.2,Al***@gmail.com,******2405,successful,200000.0,2025,10,4
4305,1078,Jeremy Miller,105,45000.0,Tv,Electronics,offline,Delhi,2025-09-19,2,Cash,0.3,Je***@gmail.com,******9089,successful,62999.99999999999,2025,9,3
4306,1718,Juan Hoover,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-13,3,NetBanking,0.4,Ju***@gmail.com,******3667,successful,450000.0,2025,8,3
4306,1718,Juan Hoover,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-13,3,NetBanking,0.4,Ju***@gmail.com,******3667,failed,450000.0,2025,8,3
4307,1235,Sarah Mahoney,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2026-01-15,1,UPI,0.05,Sa***@gmail.com,******4385,successful,61750.0,2026,1,1
4307,1235,Sarah Mahoney,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2026-01-15,1,UPI,0.05,Sa***@gmail.com,******4385,failed,61750.0,2026,1,1
4308,1680,Peter Perez,102,70000.0,Phone,Electronics,online,Delhi,2026-03-08,5,Card,0.25,Pe***@yahoo.com,******1323,successful,262500.0,2026,3,1
4309,1375,Kevin Rodriguez,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-01-19,1,Card,0.05,Ke***@gmail.com,******1037,successful,42750.0,2026,1,1
4310,1964,Teresa Jordan,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-09-07,3,Cash,0.3,Te***@gmail.com,******5732,successful,16800.0,2025,9,3
4311,1366,Kimberly Stevenson,104,8000.0,Shoes,Clothing,online,Bangalore,2025-11-16,1,Cash,0.25,Ki***@yahoo.com,******0653,successful,6000.0,2025,11,4
4312,1056,Dana Perry,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-07-12,3,Card,0.4,Da***@gmail.com,******9762,successful,450000.0,2025,7,3
4313,1422,Holly Rivera,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-09-20,3,Cash,0.1,Ho***@outlook.com,******6659,successful,175500.0,2025,9,3
4314,1179,Alexandra May,106,80000.0,Sofa,Furniture,online,Chennai,2025-08-18,4,Card,0.1,Al***@yahoo.com,******7005,successful,288000.0,2025,8,3
4315,1700,Jennifer Olson,105,45000.0,Tv,Electronics,online,Hyderabad,2026-04-04,2,NetBanking,0.2,Je***@gmail.com,******8481,successful,72000.0,2026,4,2
4316,1036,Eric Johnson,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-11-25,5,UPI,0.4,Er***@yahoo.com,******0017,successful,150000.0,2025,11,4
4317,1577,Diana Brewer,102,70000.0,Phone,Electronics,offline,Bangalore,2025-04-07,5,Cash,0.25,Di***@gmail.com,******6919,successful,262500.0,2025,4,2
4318,1035,Erin Johnson,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-10-19,5,UPI,0.15,Er***@yahoo.com,******4332,successful,34000.0,2025,10,4
4319,1402,Alyssa Hopkins,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-06-12,5,Cash,0.2,Al***@gmail.com,******4515,successful,200000.0,2025,6,2
4320,1054,Ruth Gonzales,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-05-28,1,NetBanking,0.05,Ru***@yahoo.com,******5476,successful,47500.0,2025,5,2
4321,1567,Nicholas Johnston,106,80000.0,Sofa,Furniture,online,Delhi,2026-01-23,4,Cash,0.05,Ni***@gmail.com,******5499,successful,304000.0,2026,1,1
4322,1001,Debbie Johnson,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-04-20,1,Card,0.4,De***@gmail.com,******3628,successful,150000.0,2025,4,2
4323,1775,Christopher Garcia,106,80000.0,Sofa,Furniture,online,Mumbai,2025-06-23,4,Card,0.4,Ch***@outlook.com,******9873,successful,192000.0,2025,6,2
4324,1126,Caitlin Ortiz,106,80000.0,Sofa,Furniture,online,Bangalore,2025-05-24,1,Card,0.35,Ca***@gmail.com,******9332,successful,52000.0,2025,5,2
4325,1262,Jessica Hawkins,102,70000.0,Phone,Electronics,online,Delhi,2025-08-30,5,Card,0.1,Je***@gmail.com,******7977,successful,315000.0,2025,8,3
4326,1606,David Burgess,101,250000.0,Laptop,Electronics,online,Bangalore,2026-03-22,2,Cash,0.4,Da***@yahoo.com,******7311,successful,300000.0,2026,3,1
4326,1606,David Burgess,101,250000.0,Laptop,Electronics,online,Bangalore,2026-03-22,2,Cash,0.4,Da***@yahoo.com,******7311,failed,300000.0,2026,3,1
4327,1070,Mark Holt,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-27,2,UPI,0.4,Ma***@gmail.com,******8962,successful,9600.0,2025,8,3
4328,1832,Crystal Mays,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-02-06,4,Cash,0.3,Cr***@gmail.com,******3499,successful,182000.0,2025,2,1
4329,1090,Richard Walker,104,8000.0,Shoes,Clothing,online,Chennai,2026-02-28,4,Card,0.1,Ri***@outlook.com,******1158,successful,28800.0,2026,2,1
4330,1265,Jane Hines,105,45000.0,Tv,Electronics,offline,Chennai,2026-01-22,5,Cash,0.3,Ja***@outlook.com,******3607,successful,157500.0,2026,1,1
4331,1591,Autumn Sanders,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-01-30,5,UPI,0.15,Au***@gmail.com,******5814,successful,340000.0,2026,1,1
4332,1666,Regina Johnson,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-12-13,3,Cash,0.1,Re***@yahoo.com,******5917,successful,135000.0,2025,12,4
4333,1306,Curtis Knight,104,8000.0,Shoes,Clothing,online,Delhi,2025-08-12,1,UPI,0.35,Cu***@gmail.com,******6389,successful,5200.0,2025,8,3
4334,1762,Jeffrey Smith,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-07-18,3,UPI,0.25,Je***@outlook.com,******1548,successful,2925.0,2025,7,3
4335,1665,Michael Weaver,105,45000.0,Tv,Electronics,offline,Bangalore,2025-08-30,4,UPI,0.2,Mi***@gmail.com,******4712,successful,144000.0,2025,8,3
4336,1424,Karen White,102,70000.0,Phone,Electronics,online,Hyderabad,2025-12-02,1,UPI,0.35,Ka***@gmail.com,******1460,successful,45500.0,2025,12,4
4337,1881,David Stevens,103,1300.0,Shirt,Clothing,online,Mumbai,2026-02-09,4,Cash,0.3,Da***@yahoo.com,******6976,successful,3640.0,2026,2,1
4338,1324,Carol Cordova,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-09-24,2,UPI,0.3,Ca***@outlook.com,******0410,successful,11200.0,2025,9,3
4338,1324,Carol Cordova,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-09-24,2,UPI,0.3,Ca***@outlook.com,******0410,failed,11200.0,2025,9,3
4339,1433,Joseph Knapp,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-19,5,Cash,0.15,Jo***@gmail.com,******1237,successful,340000.0,2026,2,1
4340,1127,Wayne Singleton,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-02-28,3,NetBanking,0.3,Wa***@gmail.com,******5802,successful,31500.0,2026,2,1
4341,1707,Brittany Garcia,105,45000.0,Tv,Electronics,online,Bangalore,2026-03-24,1,NetBanking,0.05,Br***@yahoo.com,******3506,successful,42750.0,2026,3,1
4342,1672,Tiffany Perry,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-03,3,UPI,0.3,Ti***@gmail.com,******3993,successful,525000.0,2025,8,3
4343,1690,Anthony Evans,106,80000.0,Sofa,Furniture,offline,Delhi,2026-01-26,5,Cash,0.35,An***@gmail.com,******5645,successful,260000.0,2026,1,1
4344,1533,Stephanie Todd,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-06-26,5,Card,0.05,St***@gmail.com,******6886,successful,213750.0,2025,6,2
4345,1269,Nicholas Fuller,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-05-10,5,UPI,0.05,Ni***@yahoo.com,******1500,successful,38000.0,2025,5,2
4346,1355,Daniel Ward,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-10-18,3,UPI,0.35,Da***@gmail.com,******0938,successful,156000.0,2025,10,4
4347,1350,Christine Nelson,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-09-24,1,Card,0.2,Ch***@gmail.com,******9567,successful,6400.0,2025,9,3
4348,1160,Patrick Gross,104,8000.0,Shoes,Clothing,offline,Delhi,2025-07-03,2,Cash,0.25,Pa***@gmail.com,******1649,successful,12000.0,2025,7,3
4349,1492,Benjamin Thomas,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-20,5,Card,0.15,Be***@outlook.com,******7609,successful,340000.0,2026,3,1
4350,1453,Tanner Smith,106,80000.0,Sofa,Furniture,online,Mumbai,2025-08-26,5,Card,0.25,Ta***@outlook.com,******2425,successful,300000.0,2025,8,3
4351,1228,William Case,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-06-28,5,Card,0.2,Wi***@gmail.com,******0700,successful,32000.0,2025,6,2
4352,1808,Michael Johns,102,70000.0,Phone,Electronics,offline,Mumbai,2026-04-06,4,UPI,0.3,Mi***@outlook.com,******7150,successful,196000.0,2026,4,2
4353,1697,Wanda Boyd,106,80000.0,Sofa,Furniture,online,Bangalore,2025-07-29,3,NetBanking,0.15,Wa***@gmail.com,******8002,successful,204000.0,2025,7,3
4354,1375,Kevin Rodriguez,103,1300.0,Shirt,Clothing,online,Bangalore,2025-05-04,1,UPI,0.05,Ke***@gmail.com,******1037,successful,1235.0,2025,5,2
4355,1156,Danielle Fisher,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-04-16,1,NetBanking,0.25,Da***@yahoo.com,******0386,successful,48750.0,2026,4,2
4356,1377,Steven Keith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-01-18,2,UPI,0.1,St***@gmail.com,******3101,successful,117000.0,2026,1,1
4357,1626,Luke Martin,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-29,3,Card,0.35,Lu***@outlook.com,******3387,successful,487500.0,2025,11,4
4358,1834,David Thomas,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-09-11,3,NetBanking,0.35,Da***@yahoo.com,******5827,successful,126750.0,2025,9,3
4359,1058,Edward Campbell,105,45000.0,Tv,Electronics,offline,Bangalore,2025-07-16,4,UPI,0.15,Ed***@outlook.com,******4886,successful,153000.0,2025,7,3
4360,1740,Aaron Mitchell,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-02-03,5,UPI,0.05,Aa***@gmail.com,******3822,successful,308750.0,2026,2,1
4361,1942,Susan Dean,106,80000.0,Sofa,Furniture,online,Chennai,2025-11-22,2,UPI,0.1,Su***@gmail.com,******9764,successful,144000.0,2025,11,4
4362,1479,Jacob Gomez,105,45000.0,Tv,Electronics,offline,Chennai,2026-02-01,1,Card,0.25,Ja***@gmail.com,******1220,successful,33750.0,2026,2,1
4363,1783,Cynthia Galvan,102,70000.0,Phone,Electronics,offline,Delhi,2025-11-30,2,UPI,0.2,Cy***@gmail.com,******4769,successful,112000.0,2025,11,4
4364,1384,Hayley Anthony,102,70000.0,Phone,Electronics,online,Mumbai,2026-03-25,3,Cash,0.1,Ha***@yahoo.com,******7407,successful,189000.0,2026,3,1
4365,1907,Teresa Schwartz,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-12-18,2,Card,0.25,Te***@outlook.com,******6941,successful,22500.0,2025,12,4
4366,1666,Regina Johnson,104,8000.0,Shoes,Clothing,online,Hyderabad,2026-02-23,1,NetBanking,0.35,Re***@yahoo.com,******5917,successful,5200.0,2026,2,1
4367,1435,Jeffrey Wood,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-11-14,5,Card,0.35,Je***@gmail.com,******5289,successful,162500.0,2025,11,4
4368,1746,Lawrence Coffey,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-06-15,2,Cash,0.1,La***@gmail.com,******6371,successful,27000.0,2025,6,2
4369,1860,Rhonda Henderson,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-11-03,5,Cash,0.1,Rh***@gmail.com,******9009,successful,225000.0,2025,11,4
4370,1138,Darren Hall,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-29,5,Cash,0.2,Da***@outlook.com,******7394,successful,32000.0,2025,8,3
4371,1086,Samuel George,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-07-17,4,UPI,0.15,Sa***@yahoo.com,******2595,successful,51000.0,2025,7,3
4372,1321,Daniel Taylor,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-12-16,1,UPI,0.1,Da***@gmail.com,******3962,successful,40500.0,2025,12,4
4373,1802,Joshua Singh,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-09-20,1,UPI,0.2,Jo***@gmail.com,******0890,successful,52000.0,2025,9,3
4374,1132,Sara Perez,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-26,1,UPI,0.15,Sa***@outlook.com,******8923,successful,38250.0,2025,9,3
4374,1132,Sara Perez,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-26,1,UPI,0.15,Sa***@outlook.com,******8923,failed,38250.0,2025,9,3
4375,1709,Savannah Lee,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-05-28,1,UPI,0.05,Sa***@outlook.com,******5308,successful,61750.0,2025,5,2
4376,1583,Dorothy Alexander,101,250000.0,Laptop,Electronics,offline,Chennai,2025-05-07,3,Cash,0.3,Do***@yahoo.com,******6288,successful,525000.0,2025,5,2
4377,1939,Steven Reynolds,105,45000.0,Tv,Electronics,offline,Delhi,2025-04-27,2,UPI,0.2,St***@yahoo.com,******5373,successful,72000.0,2025,4,2
4378,1287,Roy Mack,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-08,2,UPI,0.1,Ro***@gmail.com,******4481,successful,90000.0,2025,6,2
4379,1656,Brandon Powell,102,70000.0,Phone,Electronics,online,Chennai,2025-05-06,5,Card,0.35,Br***@gmail.com,******6606,successful,227500.0,2025,5,2
4380,1486,Nancy Hart,102,70000.0,Phone,Electronics,online,Mumbai,2026-10-04,1,Cash,0.15,Na***@outlook.com,******4390,successful,59500.0,2026,10,4
4381,1769,Jennifer Fisher,103,1300.0,Shirt,Clothing,offline,Delhi,2026-02-20,2,Cash,0.2,Je***@yahoo.com,******4366,successful,2080.0,2026,2,1
4382,1398,Nancy Howell,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-03-15,5,Card,0.15,Na***@gmail.com,******1413,successful,191250.0,2026,3,1
4383,1882,Mary Boyer,102,70000.0,Phone,Electronics,offline,Mumbai,2025-05-08,-1,Card,0.25,Ma***@gmail.com,******9503,successful,-52500.0,2025,5,2
4384,1283,Dwayne Newman,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-06-18,2,NetBanking,0.15,Dw***@outlook.com,******8973,successful,76500.0,2025,6,2
4384,1283,Dwayne Newman,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-06-18,2,NetBanking,0.15,Dw***@outlook.com,******8973,failed,76500.0,2025,6,2
4385,1635,Joseph Lee,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-09,2,NetBanking,0.05,Jo***@gmail.com,******9795,successful,85500.0,2025,11,4
4386,1571,Carly Fox,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-07-05,5,UPI,0.1,Ca***@gmail.com,******4127,successful,202500.0,2025,7,3
4386,1571,Carly Fox,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-07-05,5,UPI,0.1,Ca***@gmail.com,******4127,failed,202500.0,2025,7,3
4387,1241,Maureen Daniels,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-12-26,-2,NetBanking,0.3,Ma***@yahoo.com,******8741,successful,-21000.0,2025,12,4
4388,1819,Karen Martin,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-06-12,2,UPI,0.05,Ka***@yahoo.com,******9041,successful,15200.0,2025,6,2
4389,1345,Alexander Clark,104,8000.0,Shoes,Clothing,online,Mumbai,2025-11-14,5,Card,0.2,Al***@yahoo.com,******7317,successful,32000.0,2025,11,4
4390,1592,Stephanie Buchanan,104,8000.0,Shoes,Clothing,offline,Chennai,2026-11-02,5,UPI,0.1,St***@outlook.com,******2868,successful,36000.0,2026,11,4
4391,1163,Adriana Saunders,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-07-16,3,NetBanking,0.15,Ad***@outlook.com,******8902,successful,20400.0,2025,7,3
4392,1836,Valerie Hayes,105,45000.0,Tv,Electronics,offline,Chennai,2025-05-21,5,Card,0.25,Va***@gmail.com,******8769,successful,168750.0,2025,5,2
4392,1836,Valerie Hayes,105,45000.0,Tv,Electronics,offline,Chennai,2025-05-21,5,Card,0.25,Va***@gmail.com,******8769,failed,168750.0,2025,5,2
4393,1921,Randy Thomas,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-01-20,1,Cash,0.3,Ra***@gmail.com,******2874,successful,10500.0,2026,1,1
4394,1818,Brooke Miles,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-01-11,5,Cash,0.25,Br***@gmail.com,******2946,successful,56250.0,2026,1,1
4395,1485,Thomas Jackson,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-17,1,Cash,0.15,Th***@yahoo.com,******0188,successful,38250.0,2025,8,3
4396,1890,Kim Massey,102,70000.0,Phone,Electronics,online,Chennai,2025-07-06,2,Card,0.1,Ki***@gmail.com,******7813,successful,126000.0,2025,7,3
4397,1607,Adrian Singleton,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-11-01,2,Card,0.3,Ad***@yahoo.com,******6994,successful,21000.0,2025,11,4
4398,1895,Teresa Anthony,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-03-05,4,Cash,0.05,Te***@yahoo.com,******8425,successful,304000.0,2025,3,1
4399,1759,Tamara Carter,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-27,2,UPI,0.4,Ta***@outlook.com,******8655,successful,9600.0,2026,3,1
4400,1467,Darryl Coleman,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-03-01,1,Cash,0.35,Da***@gmail.com,******8430,successful,9750.0,2026,3,1
4401,1274,Mark Castro,102,70000.0,Phone,Electronics,offline,Mumbai,2025-08-05,3,NetBanking,0.35,Ma***@outlook.com,******2362,successful,136500.0,2025,8,3
4402,1006,Martin Williams,102,70000.0,Phone,Electronics,online,Mumbai,2025-07-19,5,UPI,0.2,Ma***@outlook.com,******9010,successful,280000.0,2025,7,3
4403,1072,Morgan Moore,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-10-06,3,NetBanking,0.2,Mo***@gmail.com,******4092,successful,3120.0,2025,10,4
4404,1470,Suzanne Miranda,106,80000.0,Sofa,Furniture,online,Chennai,2026-03-01,1,NetBanking,0.25,Su***@outlook.com,******7257,successful,60000.0,2026,3,1
4405,1417,Michael Wade,107,50000.0,Dining Table,Furniture,online,Chennai,2025-09-19,2,UPI,0.35,Mi***@outlook.com,******4622,successful,65000.0,2025,9,3
4406,1877,Elizabeth Barron,105,45000.0,Tv,Electronics,offline,Mumbai,2026-03-18,3,Cash,0.1,El***@gmail.com,******4582,successful,121500.0,2026,3,1
4407,1118,Darrell Thomas,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-09-17,3,Cash,0.2,Da***@gmail.com,******4466,successful,108000.0,2025,9,3
4408,1150,Gary Williams,102,70000.0,Phone,Electronics,offline,Bangalore,2025-05-17,5,UPI,0.4,Ga***@outlook.com,******3828,successful,210000.0,2025,5,2
4409,1865,Alicia Jackson,101,250000.0,Laptop,Electronics,online,Bangalore,2025-11-01,2,UPI,0.4,Al***@outlook.com,******8140,successful,300000.0,2025,11,4
4410,1119,Valerie Hines,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-07-18,1,NetBanking,0.3,Va***@outlook.com,******2395,successful,49000.0,2025,7,3
4411,1270,Sara Randolph,102,70000.0,Phone,Electronics,offline,Mumbai,2025-04-26,5,NetBanking,0.4,Sa***@gmail.com,******0048,successful,210000.0,2025,4,2
4412,1489,Kevin Hall,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-08-22,1,NetBanking,0.3,Ke***@yahoo.com,******1713,successful,175000.0,2025,8,3
4412,1489,Kevin Hall,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-08-22,1,NetBanking,0.3,Ke***@yahoo.com,******1713,failed,175000.0,2025,8,3
4413,1317,Kathleen Ferrell,104,8000.0,Shoes,Clothing,offline,Delhi,2025-05-05,4,Card,0.05,Ka***@gmail.com,******2336,successful,30400.0,2025,5,2
4414,1859,Joseph Herrera,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-10-11,4,NetBanking,0.35,Jo***@gmail.com,******4728,successful,117000.0,2025,10,4
4415,1270,Sara Randolph,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-09-05,1,Card,0.05,Sa***@gmail.com,******0048,successful,61750.0,2025,9,3
4416,1853,Tiffany Watts,106,80000.0,Sofa,Furniture,online,Delhi,2026-01-31,4,NetBanking,0.4,Ti***@outlook.com,******0954,successful,192000.0,2026,1,1
